date,holiday_name,year,month,day,weekday,dow,weeknum,national_holiday
2019-11-01,0,2019,11,1,5,금요일,44,0
2019-11-02,0,2019,11,2,6,토요일,44,0
2019-11-03,0,2019,11,3,7,일요일,44,0
2019-11-04,0,2019,11,4,1,월요일,45,0
2019-11-05,0,2019,11,5,2,화요일,45,0
2019-11-06,0,2019,11,6,3,수요일,45,0
2019-11-07,0,2019,11,7,4,목요일,45,0
2019-11-08,0,2019,11,8,5,금요일,45,0
2019-11-09,0,2019,11,9,6,토요일,45,0
2019-11-10,0,2019,11,10,7,일요일,45,0
2019-11-11,0,2019,11,11,1,월요일,46,0
2019-11-12,0,2019,11,12,2,화요일,46,0
2019-11-13,0,2019,11,13,3,수요일,46,0
2019-11-14,0,2019,11,14,4,목요일,46,0
2019-11-15,0,2019,11,15,5,금요일,46,0
2019-11-16,0,2019,11,16,6,토요일,46,0
2019-11-17,0,2019,11,17,7,일요일,46,0
2019-11-18,0,2019,11,18,1,월요일,47,0
2019-11-19,0,2019,11,19,2,화요일,47,0
2019-11-20,0,2019,11,20,3,수요일,47,0
2019-11-21,0,2019,11,21,4,목요일,47,0
2019-11-22,0,2019,11,22,5,금요일,47,0
2019-11-23,0,2019,11,23,6,토요일,47,0
2019-11-24,0,2019,11,24,7,일요일,47,0
2019-11-25,0,2019,11,25,1,월요일,48,0
2019-11-26,0,2019,11,26,2,화요일,48,0
2019-11-27,0,2019,11,27,3,수요일,48,0
2019-11-28,0,2019,11,28,4,목요일,48,0
2019-11-29,0,2019,11,29,5,금요일,48,0
2019-11-30,0,2019,11,30,6,토요일,48,0
2019-12-01,0,2019,12,1,7,일요일,48,0
2019-12-02,0,2019,12,2,1,월요일,49,0
2019-12-03,0,2019,12,3,2,화요일,49,0
2019-12-04,0,2019,12,4,3,수요일,49,0
2019-12-05,0,2019,12,5,4,목요일,49,0
2019-12-06,0,2019,12,6,5,금요일,49,0
2019-12-07,0,2019,12,7,6,토요일,49,0
2019-12-08,0,2019,12,8,7,일요일,49,0
2019-12-09,0,2019,12,9,1,월요일,50,0
2019-12-10,0,2019,12,10,2,화요일,50,0
2019-12-11,0,2019,12,11,3,수요일,50,0
2019-12-12,0,2019,12,12,4,목요일,50,0
2019-12-13,0,2019,12,13,5,금요일,50,0
2019-12-14,0,2019,12,14,6,토요일,50,0
2019-12-15,0,2019,12,15,7,일요일,50,0
2019-12-16,0,2019,12,16,1,월요일,51,0
2019-12-17,0,2019,12,17,2,화요일,51,0
2019-12-18,0,2019,12,18,3,수요일,51,0
2019-12-19,0,2019,12,19,4,목요일,51,0
2019-12-20,0,2019,12,20,5,금요일,51,0
2019-12-21,0,2019,12,21,6,토요일,51,0
2019-12-22,0,2019,12,22,7,일요일,51,0
2019-12-23,0,2019,12,23,1,월요일,52,0
2019-12-24,0,2019,12,24,2,화요일,52,0
2019-12-25,기독탄신일,2019,12,25,3,수요일,52,1
2019-12-26,0,2019,12,26,4,목요일,52,0
2019-12-27,0,2019,12,27,5,금요일,52,0
2019-12-28,0,2019,12,28,6,토요일,52,0
2019-12-29,0,2019,12,29,7,일요일,52,0
2019-12-30,0,2019,12,30,1,월요일,1,0
2019-12-31,0,2019,12,31,2,화요일,1,0
2020-01-01,신정,2015,1,1,4,목요일,1,1
2020-01-02,0,2015,1,2,5,금요일,1,0
2020-01-03,0,2015,1,3,6,토요일,1,0
2020-01-04,0,2015,1,4,7,일요일,1,0
2020-01-05,0,2015,1,5,1,월요일,1,0
2020-01-06,0,2015,1,6,2,화요일,2,0
2020-01-07,0,2015,1,7,3,수요일,2,0
2020-01-08,0,2015,1,8,4,목요일,2,0
2020-01-09,0,2015,1,9,5,금요일,2,0
2020-01-10,0,2015,1,10,6,토요일,2,0
2020-01-11,0,2015,1,11,7,일요일,2,0
2020-01-12,0,2015,1,12,1,월요일,2,0
2020-01-13,0,2015,1,13,2,화요일,3,0
2020-01-14,0,2015,1,14,3,수요일,3,0
2020-01-15,0,2015,1,15,4,목요일,3,0
2020-01-16,0,2015,1,16,5,금요일,3,0
2020-01-17,0,2015,1,17,6,토요일,3,0
2020-01-18,0,2015,1,18,7,일요일,3,0
2020-01-19,0,2015,1,19,1,월요일,3,0
2020-01-20,0,2015,1,20,2,화요일,4,0
2020-01-21,0,2015,1,21,3,수요일,4,0
2020-01-22,0,2015,1,22,4,목요일,4,0
2020-01-23,0,2015,1,23,5,금요일,4,0
2020-01-24,0,2015,1,24,6,토요일,4,1
2020-01-25,0,2015,1,25,7,일요일,4,1
2020-01-26,0,2015,1,26,1,월요일,4,1
2020-01-27,0,2015,1,27,2,화요일,5,1
2020-01-28,0,2015,1,28,3,수요일,5,0
2020-01-29,0,2015,1,29,4,목요일,5,0
2020-01-30,0,2015,1,30,5,금요일,5,0
2020-01-31,0,2015,1,31,6,토요일,5,0
2020-02-01,0,2015,2,1,7,일요일,5,0
2020-02-02,0,2015,2,2,1,월요일,5,0
2020-02-03,0,2015,2,3,2,화요일,6,0
2020-02-04,0,2015,2,4,3,수요일,6,0
2020-02-05,0,2015,2,5,4,목요일,6,0
2020-02-06,0,2015,2,6,5,금요일,6,0
2020-02-07,0,2015,2,7,6,토요일,6,0
2020-02-08,0,2015,2,8,7,일요일,6,0
2020-02-09,0,2015,2,9,1,월요일,6,0
2020-02-10,0,2015,2,10,2,화요일,7,0
2020-02-11,0,2015,2,11,3,수요일,7,0
2020-02-12,0,2015,2,12,4,목요일,7,0
2020-02-13,0,2015,2,13,5,금요일,7,0
2020-02-14,0,2015,2,14,6,토요일,7,0
2020-02-15,0,2015,2,15,7,일요일,7,0
2020-02-16,0,2015,2,16,1,월요일,7,0
2020-02-17,0,2015,2,17,2,화요일,8,0
2020-02-18,설날,2015,2,18,3,수요일,8,0
2020-02-19,설날,2015,2,19,4,목요일,8,0
2020-02-20,설날,2015,2,20,5,금요일,8,0
2020-02-21,0,2015,2,21,6,토요일,8,0
2020-02-22,0,2015,2,22,7,일요일,8,0
2020-02-23,0,2015,2,23,1,월요일,8,0
2020-02-24,0,2015,2,24,2,화요일,9,0
2020-02-25,0,2015,2,25,3,수요일,9,0
2020-02-26,0,2015,2,26,4,목요일,9,0
2020-02-27,0,2015,2,27,5,금요일,9,0
2020-02-28,0,2015,2,28,6,토요일,9,0
2020-02-29,삼일절,2015,3,1,7,일요일,9,0
2020-03-01,0,2015,3,2,1,월요일,9,1
2020-03-02,0,2015,3,3,2,화요일,10,0
2020-03-03,0,2015,3,4,3,수요일,10,0
2020-03-04,0,2015,3,5,4,목요일,10,0
2020-03-05,0,2015,3,6,5,금요일,10,0
2020-03-06,0,2015,3,7,6,토요일,10,0
2020-03-07,0,2015,3,8,7,일요일,10,0
2020-03-08,0,2015,3,9,1,월요일,10,0
2020-03-09,0,2015,3,10,2,화요일,11,0
2020-03-10,0,2015,3,11,3,수요일,11,0
2020-03-11,0,2015,3,12,4,목요일,11,0
2020-03-12,0,2015,3,13,5,금요일,11,0
2020-03-13,0,2015,3,14,6,토요일,11,0
2020-03-14,0,2015,3,15,7,일요일,11,0
2020-03-15,0,2015,3,16,1,월요일,11,0
2020-03-16,0,2015,3,17,2,화요일,12,0
2020-03-17,0,2015,3,18,3,수요일,12,0
2020-03-18,0,2015,3,19,4,목요일,12,0
2020-03-19,0,2015,3,20,5,금요일,12,0
2020-03-20,0,2015,3,21,6,토요일,12,0
2020-03-21,0,2015,3,22,7,일요일,12,0
2020-03-22,0,2015,3,23,1,월요일,12,0
2020-03-23,0,2015,3,24,2,화요일,13,0
2020-03-24,0,2015,3,25,3,수요일,13,0
2020-03-25,0,2015,3,26,4,목요일,13,0
2020-03-26,0,2015,3,27,5,금요일,13,0
2020-03-27,0,2015,3,28,6,토요일,13,0
2020-03-28,0,2015,3,29,7,일요일,13,0
2020-03-29,0,2015,3,30,1,월요일,13,0
2020-03-30,0,2015,3,31,2,화요일,14,0
2020-03-31,0,2015,4,1,3,수요일,14,0
2020-04-01,0,2015,4,2,4,목요일,14,0
2020-04-02,0,2015,4,3,5,금요일,14,0
2020-04-03,0,2015,4,4,6,토요일,14,0
2020-04-04,0,2015,4,5,7,일요일,14,0
2020-04-05,0,2015,4,6,1,월요일,14,0
2020-04-06,0,2015,4,7,2,화요일,15,0
2020-04-07,0,2015,4,8,3,수요일,15,0
2020-04-08,0,2015,4,9,4,목요일,15,0
2020-04-09,0,2015,4,10,5,금요일,15,0
2020-04-10,0,2015,4,11,6,토요일,15,0
2020-04-11,0,2015,4,12,7,일요일,15,0
2020-04-12,0,2015,4,13,1,월요일,15,0
2020-04-13,0,2015,4,14,2,화요일,16,0
2020-04-14,0,2015,4,15,3,수요일,16,0
2020-04-15,0,2015,4,16,4,목요일,16,1
2020-04-16,0,2015,4,17,5,금요일,16,0
2020-04-17,0,2015,4,18,6,토요일,16,0
2020-04-18,0,2015,4,19,7,일요일,16,0
2020-04-19,0,2015,4,20,1,월요일,16,0
2020-04-20,0,2015,4,21,2,화요일,17,0
2020-04-21,0,2015,4,22,3,수요일,17,0
2020-04-22,0,2015,4,23,4,목요일,17,0
2020-04-23,0,2015,4,24,5,금요일,17,0
2020-04-24,0,2015,4,25,6,토요일,17,0
2020-04-25,0,2015,4,26,7,일요일,17,0
2020-04-26,0,2015,4,27,1,월요일,17,0
2020-04-27,0,2015,4,28,2,화요일,18,0
2020-04-28,0,2015,4,29,3,수요일,18,0
2020-04-29,0,2015,4,30,4,목요일,18,0
2020-04-30,0,2015,5,1,5,금요일,18,1
2020-05-01,0,2015,5,2,6,토요일,18,0
2020-05-02,0,2015,5,3,7,일요일,18,0
2020-05-03,0,2015,5,4,1,월요일,18,0
2020-05-04,어린이날,2015,5,5,2,화요일,19,0
2020-05-05,0,2015,5,6,3,수요일,19,1
2020-05-06,0,2015,5,7,4,목요일,19,0
2020-05-07,0,2015,5,8,5,금요일,19,0
2020-05-08,0,2015,5,9,6,토요일,19,0
2020-05-09,0,2015,5,10,7,일요일,19,0
2020-05-10,0,2015,5,11,1,월요일,19,0
2020-05-11,0,2015,5,12,2,화요일,20,0
2020-05-12,0,2015,5,13,3,수요일,20,0
2020-05-13,0,2015,5,14,4,목요일,20,0
2020-05-14,0,2015,5,15,5,금요일,20,0
2020-05-15,0,2015,5,16,6,토요일,20,0
2020-05-16,0,2015,5,17,7,일요일,20,0
2020-05-17,0,2015,5,18,1,월요일,20,0
2020-05-18,0,2015,5,19,2,화요일,21,0
2020-05-19,0,2015,5,20,3,수요일,21,0
2020-05-20,0,2015,5,21,4,목요일,21,0
2020-05-21,0,2015,5,22,5,금요일,21,0
2020-05-22,0,2015,5,23,6,토요일,21,0
2020-05-23,0,2015,5,24,7,일요일,21,0
2020-05-24,석가탄신일,2015,5,25,1,월요일,21,0
2020-05-25,0,2015,5,26,2,화요일,22,0
2020-05-26,0,2015,5,27,3,수요일,22,0
2020-05-27,0,2015,5,28,4,목요일,22,0
2020-05-28,0,2015,5,29,5,금요일,22,0
2020-05-29,0,2015,5,30,6,토요일,22,0
2020-05-30,0,2015,5,31,7,일요일,22,0
2020-05-31,0,2015,6,1,1,월요일,22,0
2020-06-01,0,2015,6,2,2,화요일,23,0
2020-06-02,0,2015,6,3,3,수요일,23,0
2020-06-03,0,2015,6,4,4,목요일,23,0
2020-06-04,0,2015,6,5,5,금요일,23,0
2020-06-05,현충일,2015,6,6,6,토요일,23,0
2020-06-06,0,2015,6,7,7,일요일,23,1
2020-06-07,0,2015,6,8,1,월요일,23,0
2020-06-08,0,2015,6,9,2,화요일,24,0
2020-06-09,0,2015,6,10,3,수요일,24,0
2020-06-10,0,2015,6,11,4,목요일,24,0
2020-06-11,0,2015,6,12,5,금요일,24,0
2020-06-12,0,2015,6,13,6,토요일,24,0
2020-06-13,0,2015,6,14,7,일요일,24,0
2020-06-14,0,2015,6,15,1,월요일,24,0
2020-06-15,0,2015,6,16,2,화요일,25,0
2020-06-16,0,2015,6,17,3,수요일,25,0
2020-06-17,0,2015,6,18,4,목요일,25,0
2020-06-18,0,2015,6,19,5,금요일,25,0
2020-06-19,0,2015,6,20,6,토요일,25,0
2020-06-20,0,2015,6,21,7,일요일,25,0
2020-06-21,0,2015,6,22,1,월요일,25,0
2020-06-22,0,2015,6,23,2,화요일,26,0
2020-06-23,0,2015,6,24,3,수요일,26,0
2020-06-24,0,2015,6,25,4,목요일,26,0
2020-06-25,0,2015,6,26,5,금요일,26,0
2020-06-26,0,2015,6,27,6,토요일,26,0
2020-06-27,0,2015,6,28,7,일요일,26,0
2020-06-28,0,2015,6,29,1,월요일,26,0
2020-06-29,0,2015,6,30,2,화요일,27,0
2020-06-30,0,2015,7,1,3,수요일,27,0
2020-07-01,0,2015,7,2,4,목요일,27,0
2020-07-02,0,2015,7,3,5,금요일,27,0
2020-07-03,0,2015,7,4,6,토요일,27,0
2020-07-04,0,2015,7,5,7,일요일,27,0
2020-07-05,0,2015,7,6,1,월요일,27,0
2020-07-06,0,2015,7,7,2,화요일,28,0
2020-07-07,0,2015,7,8,3,수요일,28,0
2020-07-08,0,2015,7,9,4,목요일,28,0
2020-07-09,0,2015,7,10,5,금요일,28,0
2020-07-10,0,2015,7,11,6,토요일,28,0
2020-07-11,0,2015,7,12,7,일요일,28,0
2020-07-12,0,2015,7,13,1,월요일,28,0
2020-07-13,0,2015,7,14,2,화요일,29,0
2020-07-14,0,2015,7,15,3,수요일,29,0
2020-07-15,0,2015,7,16,4,목요일,29,0
2020-07-16,0,2015,7,17,5,금요일,29,0
2020-07-17,0,2015,7,18,6,토요일,29,0
2020-07-18,0,2015,7,19,7,일요일,29,0
2020-07-19,0,2015,7,20,1,월요일,29,0
2020-07-20,0,2015,7,21,2,화요일,30,0
2020-07-21,0,2015,7,22,3,수요일,30,0
2020-07-22,0,2015,7,23,4,목요일,30,0
2020-07-23,0,2015,7,24,5,금요일,30,0
2020-07-24,0,2015,7,25,6,토요일,30,0
2020-07-25,0,2015,7,26,7,일요일,30,0
2020-07-26,0,2015,7,27,1,월요일,30,0
2020-07-27,0,2015,7,28,2,화요일,31,0
2020-07-28,0,2015,7,29,3,수요일,31,0
2020-07-29,0,2015,7,30,4,목요일,31,0
2020-07-30,0,2015,7,31,5,금요일,31,0
2020-07-31,0,2015,8,1,6,토요일,31,0
2020-08-01,0,2015,8,2,7,일요일,31,0
2020-08-02,0,2015,8,3,1,월요일,31,0
2020-08-03,0,2015,8,4,2,화요일,32,0
2020-08-04,0,2015,8,5,3,수요일,32,0
2020-08-05,0,2015,8,6,4,목요일,32,0
2020-08-06,0,2015,8,7,5,금요일,32,0
2020-08-07,0,2015,8,8,6,토요일,32,0
2020-08-08,0,2015,8,9,7,일요일,32,0
2020-08-09,0,2015,8,10,1,월요일,32,0
2020-08-10,0,2015,8,11,2,화요일,33,0
2020-08-11,0,2015,8,12,3,수요일,33,0
2020-08-12,0,2015,8,13,4,목요일,33,0
2020-08-13,0,2015,8,14,5,금요일,33,0
2020-08-14,광복절,2015,8,15,6,토요일,33,0
2020-08-15,0,2015,8,16,7,일요일,33,1
2020-08-16,0,2015,8,17,1,월요일,33,0
2020-08-17,0,2015,8,18,2,화요일,34,1
2020-08-18,0,2015,8,19,3,수요일,34,0
2020-08-19,0,2015,8,20,4,목요일,34,0
2020-08-20,0,2015,8,21,5,금요일,34,0
2020-08-21,0,2015,8,22,6,토요일,34,0
2020-08-22,0,2015,8,23,7,일요일,34,0
2020-08-23,0,2015,8,24,1,월요일,34,0
2020-08-24,0,2015,8,25,2,화요일,35,0
2020-08-25,0,2015,8,26,3,수요일,35,0
2020-08-26,0,2015,8,27,4,목요일,35,0
2020-08-27,0,2015,8,28,5,금요일,35,0
2020-08-28,0,2015,8,29,6,토요일,35,0
2020-08-29,0,2015,8,30,7,일요일,35,0
2020-08-30,0,2015,8,31,1,월요일,35,0
2020-08-31,0,2015,9,1,2,화요일,36,0
2020-09-01,0,2015,9,2,3,수요일,36,0
2020-09-02,0,2015,9,3,4,목요일,36,0
2020-09-03,0,2015,9,4,5,금요일,36,0
2020-09-04,0,2015,9,5,6,토요일,36,0
2020-09-05,0,2015,9,6,7,일요일,36,0
2020-09-06,0,2015,9,7,1,월요일,36,0
2020-09-07,0,2015,9,8,2,화요일,37,0
2020-09-08,0,2015,9,9,3,수요일,37,0
2020-09-09,0,2015,9,10,4,목요일,37,0
2020-09-10,0,2015,9,11,5,금요일,37,0
2020-09-11,0,2015,9,12,6,토요일,37,0
2020-09-12,0,2015,9,13,7,일요일,37,0
2020-09-13,0,2015,9,14,1,월요일,37,0
2020-09-14,0,2015,9,15,2,화요일,38,0
2020-09-15,0,2015,9,16,3,수요일,38,0
2020-09-16,0,2015,9,17,4,목요일,38,0
2020-09-17,0,2015,9,18,5,금요일,38,0
2020-09-18,0,2015,9,19,6,토요일,38,0
2020-09-19,0,2015,9,20,7,일요일,38,0
2020-09-20,0,2015,9,21,1,월요일,38,0
2020-09-21,0,2015,9,22,2,화요일,39,0
2020-09-22,0,2015,9,23,3,수요일,39,0
2020-09-23,0,2015,9,24,4,목요일,39,0
2020-09-24,0,2015,9,25,5,금요일,39,0
2020-09-25,추석,2015,9,26,6,토요일,39,0
2020-09-26,추석,2015,9,27,7,일요일,39,0
2020-09-27,추석,2015,9,28,1,월요일,39,0
2020-09-28,대체공휴일,2015,9,29,2,화요일,40,0
2020-09-29,0,2015,9,30,3,수요일,40,0
2020-09-30,0,2015,10,1,4,목요일,40,1
2020-10-01,0,2015,10,2,5,금요일,40,1
2020-10-02,개천절,2015,10,3,6,토요일,40,1
2020-10-03,0,2015,10,4,7,일요일,40,1
2020-10-04,0,2015,10,5,1,월요일,40,0
2020-10-05,0,2015,10,6,2,화요일,41,0
2020-10-06,0,2015,10,7,3,수요일,41,0
2020-10-07,0,2015,10,8,4,목요일,41,0
2020-10-08,한글날,2015,10,9,5,금요일,41,0
2020-10-09,0,2015,10,10,6,토요일,41,1
2020-10-10,0,2015,10,11,7,일요일,41,0
2020-10-11,0,2015,10,12,1,월요일,41,0
2020-10-12,0,2015,10,13,2,화요일,42,0
2020-10-13,0,2015,10,14,3,수요일,42,0
2020-10-14,0,2015,10,15,4,목요일,42,0
2020-10-15,0,2015,10,16,5,금요일,42,0
2020-10-16,0,2015,10,17,6,토요일,42,0
2020-10-17,0,2015,10,18,7,일요일,42,0
2020-10-18,0,2015,10,19,1,월요일,42,0
2020-10-19,0,2015,10,20,2,화요일,43,0
2020-10-20,0,2015,10,21,3,수요일,43,0
2020-10-21,0,2015,10,22,4,목요일,43,0
2020-10-22,0,2015,10,23,5,금요일,43,0
2020-10-23,0,2015,10,24,6,토요일,43,0
2020-10-24,0,2015,10,25,7,일요일,43,0
2020-10-25,0,2015,10,26,1,월요일,43,0
2020-10-26,0,2015,10,27,2,화요일,44,0
2020-10-27,0,2015,10,28,3,수요일,44,0
2020-10-28,0,2015,10,29,4,목요일,44,0
2020-10-29,0,2015,10,30,5,금요일,44,0
2020-10-30,0,2015,10,31,6,토요일,44,0
2020-10-31,0,2015,11,1,7,일요일,44,0
2020-11-01,0,2015,11,2,1,월요일,44,0
2020-11-02,0,2015,11,3,2,화요일,45,0
2020-11-03,0,2015,11,4,3,수요일,45,0
2020-11-04,0,2015,11,5,4,목요일,45,0
2020-11-05,0,2015,11,6,5,금요일,45,0
2020-11-06,0,2015,11,7,6,토요일,45,0
2020-11-07,0,2015,11,8,7,일요일,45,0
2020-11-08,0,2015,11,9,1,월요일,45,0
2020-11-09,0,2015,11,10,2,화요일,46,0
2020-11-10,0,2015,11,11,3,수요일,46,0
2020-11-11,0,2015,11,12,4,목요일,46,0
2020-11-12,0,2015,11,13,5,금요일,46,0
2020-11-13,0,2015,11,14,6,토요일,46,0
2020-11-14,0,2015,11,15,7,일요일,46,0
2020-11-15,0,2015,11,16,1,월요일,46,0
2020-11-16,0,2015,11,17,2,화요일,47,0
2020-11-17,0,2015,11,18,3,수요일,47,0
2020-11-18,0,2015,11,19,4,목요일,47,0
2020-11-19,0,2015,11,20,5,금요일,47,0
2020-11-20,0,2015,11,21,6,토요일,47,0
2020-11-21,0,2015,11,22,7,일요일,47,0
2020-11-22,0,2015,11,23,1,월요일,47,0
2020-11-23,0,2015,11,24,2,화요일,48,0
2020-11-24,0,2015,11,25,3,수요일,48,0
2020-11-25,0,2015,11,26,4,목요일,48,0
2020-11-26,0,2015,11,27,5,금요일,48,0
2020-11-27,0,2015,11,28,6,토요일,48,0
2020-11-28,0,2015,11,29,7,일요일,48,0
2020-11-29,0,2015,11,30,1,월요일,48,0
2020-11-30,0,2015,12,1,2,화요일,49,0
2020-12-01,0,2015,12,2,3,수요일,49,0
2020-12-02,0,2015,12,3,4,목요일,49,0
2020-12-03,0,2015,12,4,5,금요일,49,0
2020-12-04,0,2015,12,5,6,토요일,49,0
2020-12-05,0,2015,12,6,7,일요일,49,0
2020-12-06,0,2015,12,7,1,월요일,49,0
2020-12-07,0,2015,12,8,2,화요일,50,0
2020-12-08,0,2015,12,9,3,수요일,50,0
2020-12-09,0,2015,12,10,4,목요일,50,0
2020-12-10,0,2015,12,11,5,금요일,50,0
2020-12-11,0,2015,12,12,6,토요일,50,0
2020-12-12,0,2015,12,13,7,일요일,50,0
2020-12-13,0,2015,12,14,1,월요일,50,0
2020-12-14,0,2015,12,15,2,화요일,51,0
2020-12-15,0,2015,12,16,3,수요일,51,0
2020-12-16,0,2015,12,17,4,목요일,51,0
2020-12-17,0,2015,12,18,5,금요일,51,0
2020-12-18,0,2015,12,19,6,토요일,51,0
2020-12-19,0,2015,12,20,7,일요일,51,0
2020-12-20,0,2015,12,21,1,월요일,51,0
2020-12-21,0,2015,12,22,2,화요일,52,0
2020-12-22,0,2015,12,23,3,수요일,52,0
2020-12-23,0,2015,12,24,4,목요일,52,0
2020-12-24,기독탄신일,2015,12,25,5,금요일,52,0
2020-12-25,0,2015,12,26,6,토요일,52,1
2020-12-26,0,2015,12,27,7,일요일,52,0
2020-12-27,0,2015,12,28,1,월요일,52,0
2020-12-28,0,2015,12,29,2,화요일,53,0
2020-12-29,0,2015,12,30,3,수요일,53,0
2020-12-30,0,2015,12,31,4,목요일,53,0
2020-12-31,신정,2016,1,1,5,금요일,53,0
,0,2016,1,2,6,토요일,,
,0,2016,1,3,7,일요일,,
,0,2016,1,4,1,월요일,,
,0,2016,1,5,2,화요일,,
,0,2016,1,6,3,수요일,,
,0,2016,1,7,4,목요일,,
,0,2016,1,8,5,금요일,,
,0,2016,1,9,6,토요일,,
,0,2016,1,10,7,일요일,,
,0,2016,1,11,1,월요일,,
,0,2016,1,12,2,화요일,,
,0,2016,1,13,3,수요일,,
,0,2016,1,14,4,목요일,,
,0,2016,1,15,5,금요일,,
,0,2016,1,16,6,토요일,,
,0,2016,1,17,7,일요일,,
,0,2016,1,18,1,월요일,,
,0,2016,1,19,2,화요일,,
,0,2016,1,20,3,수요일,,
,0,2016,1,21,4,목요일,,
,0,2016,1,22,5,금요일,,
,0,2016,1,23,6,토요일,,
,0,2016,1,24,7,일요일,,
,0,2016,1,25,1,월요일,,
,0,2016,1,26,2,화요일,,
,0,2016,1,27,3,수요일,,
,0,2016,1,28,4,목요일,,
,0,2016,1,29,5,금요일,,
,0,2016,1,30,6,토요일,,
,0,2016,1,31,7,일요일,,
,0,2016,2,1,1,월요일,,
,0,2016,2,2,2,화요일,,
,0,2016,2,3,3,수요일,,
,0,2016,2,4,4,목요일,,
,0,2016,2,5,5,금요일,,
,0,2016,2,6,6,토요일,,
,설날,2016,2,7,7,일요일,,
,설날,2016,2,8,1,월요일,,
,설날,2016,2,9,2,화요일,,
,대체공휴일,2016,2,10,3,수요일,,
,0,2016,2,11,4,목요일,,
,0,2016,2,12,5,금요일,,
,0,2016,2,13,6,토요일,,
,0,2016,2,14,7,일요일,,
,0,2016,2,15,1,월요일,,
,0,2016,2,16,2,화요일,,
,0,2016,2,17,3,수요일,,
,0,2016,2,18,4,목요일,,
,0,2016,2,19,5,금요일,,
,0,2016,2,20,6,토요일,,
,0,2016,2,21,7,일요일,,
,0,2016,2,22,1,월요일,,
,0,2016,2,23,2,화요일,,
,0,2016,2,24,3,수요일,,
,0,2016,2,25,4,목요일,,
,0,2016,2,26,5,금요일,,
,0,2016,2,27,6,토요일,,
,0,2016,2,28,7,일요일,,
,0,2016,2,29,1,월요일,,
,삼일절,2016,3,1,2,화요일,,
,0,2016,3,2,3,수요일,,
,0,2016,3,3,4,목요일,,
,0,2016,3,4,5,금요일,,
,0,2016,3,5,6,토요일,,
,0,2016,3,6,7,일요일,,
,0,2016,3,7,1,월요일,,
,0,2016,3,8,2,화요일,,
,0,2016,3,9,3,수요일,,
,0,2016,3,10,4,목요일,,
,0,2016,3,11,5,금요일,,
,0,2016,3,12,6,토요일,,
,0,2016,3,13,7,일요일,,
,0,2016,3,14,1,월요일,,
,0,2016,3,15,2,화요일,,
,0,2016,3,16,3,수요일,,
,0,2016,3,17,4,목요일,,
,0,2016,3,18,5,금요일,,
,0,2016,3,19,6,토요일,,
,0,2016,3,20,7,일요일,,
,0,2016,3,21,1,월요일,,
,0,2016,3,22,2,화요일,,
,0,2016,3,23,3,수요일,,
,0,2016,3,24,4,목요일,,
,0,2016,3,25,5,금요일,,
,0,2016,3,26,6,토요일,,
,0,2016,3,27,7,일요일,,
,0,2016,3,28,1,월요일,,
,0,2016,3,29,2,화요일,,
,0,2016,3,30,3,수요일,,
,0,2016,3,31,4,목요일,,
,0,2016,4,1,5,금요일,,
,0,2016,4,2,6,토요일,,
,0,2016,4,3,7,일요일,,
,0,2016,4,4,1,월요일,,
,0,2016,4,5,2,화요일,,
,0,2016,4,6,3,수요일,,
,0,2016,4,7,4,목요일,,
,0,2016,4,8,5,금요일,,
,0,2016,4,9,6,토요일,,
,0,2016,4,10,7,일요일,,
,0,2016,4,11,1,월요일,,
,0,2016,4,12,2,화요일,,
,국회의원선거일,2016,4,13,3,수요일,,
,0,2016,4,14,4,목요일,,
,0,2016,4,15,5,금요일,,
,0,2016,4,16,6,토요일,,
,0,2016,4,17,7,일요일,,
,0,2016,4,18,1,월요일,,
,0,2016,4,19,2,화요일,,
,0,2016,4,20,3,수요일,,
,0,2016,4,21,4,목요일,,
,0,2016,4,22,5,금요일,,
,0,2016,4,23,6,토요일,,
,0,2016,4,24,7,일요일,,
,0,2016,4,25,1,월요일,,
,0,2016,4,26,2,화요일,,
,0,2016,4,27,3,수요일,,
,0,2016,4,28,4,목요일,,
,0,2016,4,29,5,금요일,,
,0,2016,4,30,6,토요일,,
,0,2016,5,1,7,일요일,,
,0,2016,5,2,1,월요일,,
,0,2016,5,3,2,화요일,,
,0,2016,5,4,3,수요일,,
,어린이날,2016,5,5,4,목요일,,
,0,2016,5,6,5,금요일,,
,0,2016,5,7,6,토요일,,
,0,2016,5,8,7,일요일,,
,0,2016,5,9,1,월요일,,
,0,2016,5,10,2,화요일,,
,0,2016,5,11,3,수요일,,
,0,2016,5,12,4,목요일,,
,0,2016,5,13,5,금요일,,
,석가탄신일,2016,5,14,6,토요일,,
,0,2016,5,15,7,일요일,,
,0,2016,5,16,1,월요일,,
,0,2016,5,17,2,화요일,,
,0,2016,5,18,3,수요일,,
,0,2016,5,19,4,목요일,,
,0,2016,5,20,5,금요일,,
,0,2016,5,21,6,토요일,,
,0,2016,5,22,7,일요일,,
,0,2016,5,23,1,월요일,,
,0,2016,5,24,2,화요일,,
,0,2016,5,25,3,수요일,,
,0,2016,5,26,4,목요일,,
,0,2016,5,27,5,금요일,,
,0,2016,5,28,6,토요일,,
,0,2016,5,29,7,일요일,,
,0,2016,5,30,1,월요일,,
,0,2016,5,31,2,화요일,,
,0,2016,6,1,3,수요일,,
,0,2016,6,2,4,목요일,,
,0,2016,6,3,5,금요일,,
,0,2016,6,4,6,토요일,,
