date,product_name,store_code,promotion_flag,flag,sale_qty
2018-02-06,백산수500ml,1,0,1,583
2018-02-07,백산수500ml,1,0,1,548
2018-02-08,백산수500ml,1,0,1,730
2018-02-09,백산수500ml,1,0,1,365
2018-02-10,백산수500ml,1,0,1,750
2018-02-11,백산수500ml,1,0,0,0
2018-02-12,백산수500ml,1,0,1,503
2018-02-13,백산수500ml,1,0,1,427
2018-02-14,백산수500ml,1,0,1,709
2018-02-15,백산수500ml,1,0,1,1099
2018-02-16,백산수500ml,1,0,1,414
2018-02-17,백산수500ml,1,0,1,788
2018-02-18,백산수500ml,1,0,1,572
2018-02-19,백산수500ml,1,0,1,721
2018-02-20,백산수500ml,1,0,1,901
2018-02-21,백산수500ml,1,0,1,641
2018-02-22,백산수500ml,1,0,1,699
2018-02-23,백산수500ml,1,0,1,695
2018-02-24,백산수500ml,1,0,1,1218
2018-02-25,백산수500ml,1,0,0,0
2018-02-26,백산수500ml,1,0,1,1220
2018-02-27,백산수500ml,1,0,1,433
2018-02-28,백산수500ml,1,0,1,426
2018-03-01,백산수500ml,1,0,1,2411
2018-03-02,백산수500ml,1,0,1,1172
2018-03-03,백산수500ml,1,0,1,1856
2018-03-04,백산수500ml,1,0,1,1496
2018-03-05,백산수500ml,1,0,1,556
2018-03-06,백산수500ml,1,0,1,721
2018-03-07,백산수500ml,1,0,1,439
2018-03-08,백산수500ml,1,0,1,555
2018-03-09,백산수500ml,1,0,1,637
2018-03-10,백산수500ml,1,0,1,1097
2018-03-11,백산수500ml,1,0,0,0
2018-03-12,백산수500ml,1,0,1,1197
2018-03-13,백산수500ml,1,0,1,713
2018-03-14,백산수500ml,1,0,1,909
2018-03-15,백산수500ml,1,0,1,442
2018-03-16,백산수500ml,1,0,1,521
2018-03-17,백산수500ml,1,0,1,838
2018-03-18,백산수500ml,1,0,1,697
2018-03-19,백산수500ml,1,0,1,570
2018-03-20,백산수500ml,1,0,1,388
2018-03-21,백산수500ml,1,0,1,694
2018-03-22,백산수500ml,1,0,1,521
2018-03-23,백산수500ml,1,0,1,532
2018-03-24,백산수500ml,1,0,1,1016
2018-03-25,백산수500ml,1,0,0,0
2018-03-26,백산수500ml,1,0,1,976
2018-03-27,백산수500ml,1,0,1,504
2018-03-28,백산수500ml,1,0,1,387
2018-03-29,백산수500ml,1,0,1,614
2018-03-30,백산수500ml,1,0,1,1007
2018-03-31,백산수500ml,1,0,1,1272
2018-04-01,백산수500ml,1,0,1,1239
2018-04-02,백산수500ml,1,0,1,878
2018-04-03,백산수500ml,1,0,1,997
2018-04-04,백산수500ml,1,0,1,887
2018-04-05,백산수500ml,1,0,1,687
2018-04-06,백산수500ml,1,0,1,1112
2018-04-07,백산수500ml,1,0,1,971
2018-04-08,백산수500ml,1,0,0,0
2018-04-09,백산수500ml,1,0,1,872
2018-04-10,백산수500ml,1,0,1,534
2018-04-11,백산수500ml,1,0,1,976
2018-04-12,백산수500ml,1,0,1,885
2018-04-13,백산수500ml,1,0,1,1341
2018-04-14,백산수500ml,1,0,1,1597
2018-04-15,백산수500ml,1,0,1,1276
2018-04-16,백산수500ml,1,0,1,802
2018-04-17,백산수500ml,1,0,1,669
2018-04-18,백산수500ml,1,0,1,1096
2018-04-19,백산수500ml,1,0,1,1276
2018-04-20,백산수500ml,1,0,1,1323
2018-04-21,백산수500ml,1,0,1,1863
2018-04-22,백산수500ml,1,0,0,0
2018-04-23,백산수500ml,1,0,1,1091
2018-04-24,백산수500ml,1,0,1,1154
2018-04-25,백산수500ml,1,0,1,1223
2018-04-26,백산수500ml,1,0,1,577
2018-04-27,백산수500ml,1,0,1,847
2018-04-28,백산수500ml,1,0,1,1150
2018-04-29,백산수500ml,1,0,1,878
2018-04-30,백산수500ml,1,0,1,647
2018-05-01,백산수500ml,1,0,1,646
2018-05-02,백산수500ml,1,0,1,872
2018-05-03,백산수500ml,1,0,1,740
2018-05-04,백산수500ml,1,0,1,865
2018-05-05,백산수500ml,1,0,1,1267
2018-05-06,백산수500ml,1,0,1,541
2018-05-07,백산수500ml,1,0,1,663
2018-05-08,백산수500ml,1,0,1,732
2018-05-09,백산수500ml,1,0,1,961
2018-05-10,백산수500ml,1,0,1,793
2018-05-11,백산수500ml,1,0,1,975
2018-05-12,백산수500ml,1,0,1,1232
2018-05-13,백산수500ml,1,0,0,0
2018-05-14,백산수500ml,1,0,1,1016
2018-05-15,백산수500ml,1,0,1,613
2018-05-16,백산수500ml,1,1,1,538
2018-05-17,백산수500ml,1,0,1,920
2018-05-18,백산수500ml,1,0,1,1373
2018-05-19,백산수500ml,1,0,1,1595
2018-05-20,백산수500ml,1,0,1,943
2018-05-21,백산수500ml,1,0,1,1224
2018-05-22,백산수500ml,1,0,1,1081
2018-05-23,백산수500ml,1,0,1,1050
2018-05-24,백산수500ml,1,1,1,960
2018-05-25,백산수500ml,1,1,1,1180
2018-05-26,백산수500ml,1,0,1,1752
2018-05-27,백산수500ml,1,0,0,0
2018-05-28,백산수500ml,1,0,1,924
2018-05-29,백산수500ml,1,0,1,939
2018-05-30,백산수500ml,1,0,1,698
2018-05-31,백산수500ml,1,0,1,719
2018-06-01,백산수500ml,1,0,1,1432
2018-06-02,백산수500ml,1,0,1,1216
2018-06-03,백산수500ml,1,0,1,956
2018-06-04,백산수500ml,1,0,1,707
2018-06-05,백산수500ml,1,0,1,848
2018-06-06,백산수500ml,1,0,1,896
2018-06-07,백산수500ml,1,0,1,846
2018-06-08,백산수500ml,1,0,1,1436
2018-06-09,백산수500ml,1,0,1,1006
2018-06-10,백산수500ml,1,0,0,0
2018-06-11,백산수500ml,1,0,1,772
2018-06-12,백산수500ml,1,0,1,415
2018-06-13,백산수500ml,1,0,1,1918
2018-06-14,백산수500ml,1,0,1,1867
2018-06-15,백산수500ml,1,0,1,2396
2018-06-16,백산수500ml,1,0,1,2554
2018-06-17,백산수500ml,1,0,1,2473
2018-06-18,백산수500ml,1,0,1,1221
2018-06-19,백산수500ml,1,0,1,704
2018-06-20,백산수500ml,1,0,1,941
2018-06-21,백산수500ml,1,0,1,917
2018-06-22,백산수500ml,1,0,1,1037
2018-06-23,백산수500ml,1,0,1,1613
2018-06-24,백산수500ml,1,0,0,0
2018-06-25,백산수500ml,1,0,1,1381
2018-06-26,백산수500ml,1,0,1,1081
2018-06-27,백산수500ml,1,0,1,882
2018-06-28,백산수500ml,1,0,1,418
2018-06-29,백산수500ml,1,0,1,1064
2018-06-30,백산수500ml,1,0,1,1328
2018-07-01,백산수500ml,1,0,1,1031
2018-07-02,백산수500ml,1,0,1,722
2018-07-03,백산수500ml,1,0,1,459
2018-07-04,백산수500ml,1,0,1,983
2018-07-05,백산수500ml,1,0,1,1032
2018-07-06,백산수500ml,1,0,1,1060
2018-07-07,백산수500ml,1,0,1,1217
2018-07-08,백산수500ml,1,0,0,0
2018-07-09,백산수500ml,1,0,1,684
2018-07-10,백산수500ml,1,0,1,847
2018-07-11,백산수500ml,1,0,1,1105
2018-07-12,백산수500ml,1,0,1,639
2018-07-13,백산수500ml,1,0,1,994
2018-07-14,백산수500ml,1,0,1,1353
2018-07-15,백산수500ml,1,0,1,1336
2018-07-16,백산수500ml,1,0,1,825
2018-07-17,백산수500ml,1,0,1,727
2018-07-18,백산수500ml,1,0,1,1004
2018-07-19,백산수500ml,1,0,1,1246
2018-07-20,백산수500ml,1,0,1,2412
2018-07-21,백산수500ml,1,0,1,2893
2018-07-22,백산수500ml,1,0,0,0
2018-07-23,백산수500ml,1,0,1,1719
2018-07-24,백산수500ml,1,0,1,1515
2018-07-25,백산수500ml,1,0,1,1953
2018-07-26,백산수500ml,1,0,1,1765
2018-07-27,백산수500ml,1,0,1,2234
2018-07-28,백산수500ml,1,0,1,2688
2018-07-29,백산수500ml,1,0,1,1639
2018-07-30,백산수500ml,1,0,1,1008
2018-07-31,백산수500ml,1,0,1,1953
2018-08-01,백산수500ml,1,0,1,1593
2018-08-02,백산수500ml,1,0,1,1447
2018-08-03,백산수500ml,1,0,1,2105
2018-08-04,백산수500ml,1,0,1,1820
2018-08-05,백산수500ml,1,0,1,2201
2018-08-06,백산수500ml,1,0,1,1757
2018-08-07,백산수500ml,1,0,1,1874
2018-08-08,백산수500ml,1,0,1,1274
2018-08-09,백산수500ml,1,0,1,1690
2018-08-10,백산수500ml,1,0,1,1459
2018-08-11,백산수500ml,1,0,1,2407
2018-08-12,백산수500ml,1,0,0,0
2018-08-13,백산수500ml,1,0,1,1849
2018-08-14,백산수500ml,1,0,1,1794
2018-08-15,백산수500ml,1,0,1,1460
2018-08-16,백산수500ml,1,0,1,1134
2018-08-17,백산수500ml,1,0,1,2370
2018-08-18,백산수500ml,1,0,1,1930
2018-08-19,백산수500ml,1,0,1,1385
2018-08-20,백산수500ml,1,0,1,1247
2018-08-21,백산수500ml,1,0,1,1116
2018-08-22,백산수500ml,1,0,1,1364
2018-08-23,백산수500ml,1,0,1,975
2018-08-24,백산수500ml,1,0,1,1655
2018-08-25,백산수500ml,1,0,1,1711
2018-08-26,백산수500ml,1,0,0,0
2018-08-27,백산수500ml,1,0,1,1125
2018-08-28,백산수500ml,1,0,1,1122
2018-08-29,백산수500ml,1,0,1,1101
2018-08-30,백산수500ml,1,0,1,1028
2018-08-31,백산수500ml,1,0,1,1175
2018-09-01,백산수500ml,1,0,1,1700
2018-09-02,백산수500ml,1,0,1,1276
2018-09-03,백산수500ml,1,0,1,926
2018-09-04,백산수500ml,1,0,1,941
2018-09-05,백산수500ml,1,0,1,899
2018-09-06,백산수500ml,1,0,1,1100
2018-09-07,백산수500ml,1,0,1,983
2018-09-08,백산수500ml,1,0,1,2023
2018-09-09,백산수500ml,1,0,0,0
2018-09-10,백산수500ml,1,0,1,1301
2018-09-11,백산수500ml,1,0,1,1271
2018-09-12,백산수500ml,1,0,1,1078
2018-09-13,백산수500ml,1,0,1,793
2018-09-14,백산수500ml,1,0,1,1518
2018-09-15,백산수500ml,1,0,1,1728
2018-09-16,백산수500ml,1,0,1,1539
2018-09-17,백산수500ml,1,0,1,566
2018-09-18,백산수500ml,1,0,1,991
2018-09-19,백산수500ml,1,0,1,1032
2018-09-20,백산수500ml,1,0,1,1003
2018-09-21,백산수500ml,1,0,1,1181
2018-09-22,백산수500ml,1,0,1,1727
2018-09-23,백산수500ml,1,0,0,0
2018-09-24,백산수500ml,1,0,1,801
2018-09-25,백산수500ml,1,0,1,1718
2018-09-26,백산수500ml,1,0,1,1005
2018-09-27,백산수500ml,1,0,1,1117
2018-09-28,백산수500ml,1,0,1,1237
2018-09-29,백산수500ml,1,0,1,948
2018-09-30,백산수500ml,1,0,1,1474
2018-10-01,백산수500ml,1,0,1,1072
2018-10-02,백산수500ml,1,0,1,1607
2018-10-03,백산수500ml,1,0,1,1200
2018-10-04,백산수500ml,1,0,1,916
2018-10-05,백산수500ml,1,0,1,638
2018-10-06,백산수500ml,1,0,1,1595
2018-10-07,백산수500ml,1,0,1,1062
2018-10-08,백산수500ml,1,0,1,1017
2018-10-09,백산수500ml,1,0,1,1196
2018-10-10,백산수500ml,1,0,1,2560
2018-10-11,백산수500ml,1,0,1,1275
2018-10-12,백산수500ml,1,0,1,1544
2018-10-13,백산수500ml,1,0,1,2294
2018-10-14,백산수500ml,1,0,0,0
2018-10-15,백산수500ml,1,0,1,1312
2018-10-16,백산수500ml,1,0,1,1119
2018-10-17,백산수500ml,1,0,1,2461
2018-10-18,백산수500ml,1,0,1,2309
2018-10-19,백산수500ml,1,0,1,2902
2018-10-20,백산수500ml,1,0,1,3481
2018-10-21,백산수500ml,1,0,1,2882
2018-10-22,백산수500ml,1,0,1,1274
2018-10-23,백산수500ml,1,0,1,1262
2018-10-24,백산수500ml,1,0,1,961
2018-10-25,백산수500ml,1,0,1,1178
2018-10-26,백산수500ml,1,0,1,1593
2018-10-27,백산수500ml,1,0,1,2180
2018-10-28,백산수500ml,1,0,0,0
2018-10-29,백산수500ml,1,0,1,747
2018-10-30,백산수500ml,1,0,1,685
2018-10-31,백산수500ml,1,0,1,886
2018-11-01,백산수500ml,1,0,1,814
2018-11-02,백산수500ml,1,0,1,1624
2018-11-03,백산수500ml,1,0,1,1820
2018-11-04,백산수500ml,1,0,1,866
2018-11-05,백산수500ml,1,0,1,757
2018-11-06,백산수500ml,1,0,1,995
2018-11-07,백산수500ml,1,0,1,769
2018-11-08,백산수500ml,1,0,1,724
2018-11-09,백산수500ml,1,0,1,2590
2018-11-10,백산수500ml,1,0,1,1630
2018-11-11,백산수500ml,1,0,0,0
2018-11-12,백산수500ml,1,0,1,200
2018-11-13,백산수500ml,1,0,1,899
2018-11-14,백산수500ml,1,0,1,779
2018-11-15,백산수500ml,1,0,1,1007
2018-11-16,백산수500ml,1,0,1,1423
2018-11-17,백산수500ml,1,0,1,1311
2018-11-18,백산수500ml,1,0,1,1018
2018-11-19,백산수500ml,1,0,1,546
2018-11-20,백산수500ml,1,0,1,731
2018-11-21,백산수500ml,1,0,1,468
2018-11-22,백산수500ml,1,0,1,603
2018-11-23,백산수500ml,1,0,1,1193
2018-11-24,백산수500ml,1,0,1,979
2018-11-25,백산수500ml,1,0,0,0
2018-11-26,백산수500ml,1,0,1,602
2018-11-27,백산수500ml,1,0,1,999
2018-11-28,백산수500ml,1,0,1,739
2018-11-29,백산수500ml,1,0,1,971
2018-11-30,백산수500ml,1,0,1,1056
2018-12-01,백산수500ml,1,0,1,967
2018-12-02,백산수500ml,1,0,1,893
2018-12-03,백산수500ml,1,0,1,735
2018-12-04,백산수500ml,1,0,1,723
2018-12-05,백산수500ml,1,0,1,709
2018-12-06,백산수500ml,1,0,1,421
2018-12-07,백산수500ml,1,0,1,844
2018-12-08,백산수500ml,1,0,1,1005
2018-12-09,백산수500ml,1,0,0,0
2018-12-10,백산수500ml,1,0,1,655
2018-12-11,백산수500ml,1,0,1,551
2018-12-12,백산수500ml,1,0,1,935
2018-12-13,백산수500ml,1,0,1,703
2018-12-14,백산수500ml,1,0,1,893
2018-12-15,백산수500ml,1,0,1,1311
2018-12-16,백산수500ml,1,0,1,788
2018-12-17,백산수500ml,1,0,1,933
2018-12-18,백산수500ml,1,0,1,720
2018-12-19,백산수500ml,1,0,1,814
2018-12-20,백산수500ml,1,0,1,611
2018-12-21,백산수500ml,1,0,1,918
2018-12-22,백산수500ml,1,0,1,1262
2018-12-23,백산수500ml,1,0,0,0
2018-12-24,백산수500ml,1,0,1,470
2018-12-25,백산수500ml,1,0,1,1128
2018-12-26,백산수500ml,1,0,1,377
2018-12-27,백산수500ml,1,0,1,662
2018-12-28,백산수500ml,1,0,1,582
2018-12-29,백산수500ml,1,0,1,887
2018-12-30,백산수500ml,1,0,1,1015
2018-12-31,백산수500ml,1,0,1,624
2019-01-01,백산수500ml,1,0,1,774
2019-01-02,백산수500ml,1,0,1,768
2019-01-03,백산수500ml,1,0,1,701
2019-01-04,백산수500ml,1,0,1,1032
2019-01-05,백산수500ml,1,0,1,1073
2019-01-06,백산수500ml,1,0,1,788
2019-01-07,백산수500ml,1,0,1,578
2019-01-08,백산수500ml,1,0,1,1131
2019-01-09,백산수500ml,1,0,1,475
2019-01-10,백산수500ml,1,0,1,611
2019-01-11,백산수500ml,1,0,1,910
2019-01-12,백산수500ml,1,0,1,1024
2019-01-13,백산수500ml,1,0,0,0
2019-01-14,백산수500ml,1,0,1,693
2019-01-15,백산수500ml,1,0,1,837
2019-01-16,백산수500ml,1,0,1,578
2019-01-17,백산수500ml,1,0,1,920
2019-01-18,백산수500ml,1,0,1,715
2019-01-19,백산수500ml,1,0,1,1075
2019-01-20,백산수500ml,1,0,1,813
2019-01-21,백산수500ml,1,0,1,614
2019-01-22,백산수500ml,1,0,1,748
2019-01-23,백산수500ml,1,0,1,492
2019-01-24,백산수500ml,1,0,1,686
2019-01-25,백산수500ml,1,0,1,864
2019-01-26,백산수500ml,1,0,1,1392
2019-01-27,백산수500ml,1,0,0,0
2019-01-28,백산수500ml,1,0,1,912
2019-01-29,백산수500ml,1,0,1,798
2019-01-30,백산수500ml,1,0,1,550
2019-01-31,백산수500ml,1,0,1,671
2019-02-01,백산수500ml,1,0,1,964
2019-02-02,백산수500ml,1,0,1,1617
2019-02-03,백산수500ml,1,0,1,1028
2019-02-04,백산수500ml,1,0,1,1158
2019-02-05,백산수500ml,1,0,1,435
2019-02-06,백산수500ml,1,0,1,450
2019-02-07,백산수500ml,1,0,1,398
2019-02-08,백산수500ml,1,0,1,872
2019-02-09,백산수500ml,1,0,1,1287
2019-02-10,백산수500ml,1,0,0,0
2019-02-11,백산수500ml,1,0,1,1138
2019-02-12,백산수500ml,1,0,1,975
2019-02-13,백산수500ml,1,0,1,834
2019-02-14,백산수500ml,1,0,1,1031
2019-02-15,백산수500ml,1,0,1,806
2019-02-16,백산수500ml,1,0,1,1196
2019-02-17,백산수500ml,1,0,1,987
2019-02-18,백산수500ml,1,0,1,605
2019-02-19,백산수500ml,1,0,1,943
2019-02-20,백산수500ml,1,0,1,1146
2019-02-21,백산수500ml,1,0,1,1158
2019-02-22,백산수500ml,1,0,1,1156
2019-02-23,백산수500ml,1,0,1,1268
2019-02-24,백산수500ml,1,0,0,0
2019-02-25,백산수500ml,1,0,1,781
2019-02-26,백산수500ml,1,0,1,407
2019-02-27,백산수500ml,1,0,1,793
2019-02-28,백산수500ml,1,0,1,653
2019-03-01,백산수500ml,1,0,1,1002
2019-03-02,백산수500ml,1,0,1,1264
2019-03-03,백산수500ml,1,0,1,901
2019-03-04,백산수500ml,1,0,1,732
2019-03-05,백산수500ml,1,0,1,932
2019-03-06,백산수500ml,1,0,1,620
2019-03-07,백산수500ml,1,0,1,674
2019-03-08,백산수500ml,1,0,1,821
2019-03-09,백산수500ml,1,0,1,1524
2019-03-10,백산수500ml,1,0,0,0
2019-03-11,백산수500ml,1,0,1,952
2019-03-12,백산수500ml,1,0,1,1002
2019-03-13,백산수500ml,1,0,1,1451
2019-03-14,백산수500ml,1,0,1,1716
2019-03-15,백산수500ml,1,0,1,1594
2019-03-16,백산수500ml,1,0,1,2551
2019-03-17,백산수500ml,1,0,1,2196
2019-03-18,백산수500ml,1,0,1,762
2019-03-19,백산수500ml,1,0,1,573
2019-03-20,백산수500ml,1,0,1,402
2019-03-21,백산수500ml,1,0,1,885
2019-03-22,백산수500ml,1,0,1,1036
2019-03-23,백산수500ml,1,0,1,1466
2019-03-24,백산수500ml,1,0,0,0
2019-03-25,백산수500ml,1,0,1,1094
2019-03-26,백산수500ml,1,0,1,1019
2019-03-27,백산수500ml,1,0,1,806
2019-03-28,백산수500ml,1,0,1,1109
2019-03-29,백산수500ml,1,0,1,1154
2019-03-30,백산수500ml,1,0,1,1482
2019-03-31,백산수500ml,1,0,1,1349
2019-04-01,백산수500ml,1,0,1,1074
2019-04-02,백산수500ml,1,0,1,829
2019-04-03,백산수500ml,1,0,1,739
2019-04-04,백산수500ml,1,0,1,999
2019-04-05,백산수500ml,1,0,1,1163
2019-04-06,백산수500ml,1,0,1,1024
2019-04-07,백산수500ml,1,0,1,1186
2019-04-08,백산수500ml,1,0,1,969
2019-04-09,백산수500ml,1,0,1,811
2019-04-10,백산수500ml,1,0,1,851
2019-04-11,백산수500ml,1,0,1,862
2019-04-12,백산수500ml,1,0,1,1017
2019-04-13,백산수500ml,1,0,1,1852
2019-04-14,백산수500ml,1,0,0,0
2019-04-15,백산수500ml,1,0,1,1502
2019-04-16,백산수500ml,1,0,1,810
2019-04-17,백산수500ml,1,0,1,1113
2019-04-18,백산수500ml,1,0,1,880
2019-04-19,백산수500ml,1,0,1,1144
2019-04-20,백산수500ml,1,0,1,1426
2019-04-21,백산수500ml,1,0,1,1301
2019-04-22,백산수500ml,1,0,1,524
2019-04-23,백산수500ml,1,0,1,1131
2019-04-24,백산수500ml,1,0,1,796
2019-04-25,백산수500ml,1,0,1,819
2019-04-26,백산수500ml,1,0,1,1268
2019-04-27,백산수500ml,1,0,1,1512
2019-04-28,백산수500ml,1,0,0,0
2019-04-29,백산수500ml,1,0,1,1027
2019-04-30,백산수500ml,1,0,1,893
2019-05-01,백산수500ml,1,0,1,1125
2019-05-02,백산수500ml,1,0,1,1019
2019-05-03,백산수500ml,1,0,1,1890
2019-05-04,백산수500ml,1,0,1,1857
2019-05-05,백산수500ml,1,0,1,1141
2019-05-06,백산수500ml,1,0,1,960
2019-05-07,백산수500ml,1,0,1,748
2019-05-08,백산수500ml,1,0,1,985
2019-05-09,백산수500ml,1,0,1,840
2019-05-10,백산수500ml,1,0,1,1394
2019-05-11,백산수500ml,1,0,1,1720
2019-05-12,백산수500ml,1,0,0,0
2019-05-13,백산수500ml,1,0,1,1320
2019-05-14,백산수500ml,1,0,1,1070
2019-05-15,백산수500ml,1,0,1,1383
2019-05-16,백산수500ml,1,0,1,2679
2019-05-17,백산수500ml,1,0,1,1377
2019-05-18,백산수500ml,1,0,1,2141
2019-05-19,백산수500ml,1,0,1,1308
2019-05-20,백산수500ml,1,0,1,1205
2019-05-21,백산수500ml,1,0,1,1121
2019-05-22,백산수500ml,1,0,1,1132
2019-05-23,백산수500ml,1,0,1,1202
2019-05-24,백산수500ml,1,0,1,2143
2019-05-25,백산수500ml,1,0,1,2081
2019-05-26,백산수500ml,1,0,0,0
2019-05-27,백산수500ml,1,0,1,898
2019-05-28,백산수500ml,1,0,1,1107
2019-05-29,백산수500ml,1,0,1,940
2019-05-30,백산수500ml,1,0,1,1385
2019-05-31,백산수500ml,1,0,1,1206
2019-06-01,백산수500ml,1,0,1,2051
2019-06-02,백산수500ml,1,0,1,1320
2019-06-03,백산수500ml,1,0,1,1084
2019-06-04,백산수500ml,1,0,1,1321
2019-06-05,백산수500ml,1,0,1,1266
2019-06-06,백산수500ml,1,0,1,1316
2019-06-07,백산수500ml,1,0,1,1454
2019-06-08,백산수500ml,1,0,1,1365
2019-06-09,백산수500ml,1,0,0,0
2019-06-10,백산수500ml,1,0,1,788
2019-06-11,백산수500ml,1,0,1,429
2019-06-12,백산수500ml,1,0,1,1800
2019-06-13,백산수500ml,1,0,1,1469
2019-06-14,백산수500ml,1,0,1,1892
2019-06-15,백산수500ml,1,0,1,2716
2019-06-16,백산수500ml,1,0,1,2492
2019-06-17,백산수500ml,1,0,1,998
2019-06-18,백산수500ml,1,0,1,837
2019-06-19,백산수500ml,1,0,1,1089
2019-06-20,백산수500ml,1,0,1,740
2019-06-21,백산수500ml,1,0,1,1395
2019-06-22,백산수500ml,1,0,1,1619
2019-06-23,백산수500ml,1,0,0,0
2019-06-24,백산수500ml,1,0,1,950
2019-06-25,백산수500ml,1,0,1,839
2019-06-26,백산수500ml,1,0,1,1008
2019-06-27,백산수500ml,1,0,1,1558
2019-06-28,백산수500ml,1,0,1,1202
2019-06-29,백산수500ml,1,0,1,1247
2019-06-30,백산수500ml,1,0,1,499
2019-07-01,백산수500ml,1,0,1,808
2019-07-02,백산수500ml,1,0,1,931
2019-07-03,백산수500ml,1,0,1,916
2019-07-04,백산수500ml,1,0,1,951
2019-07-05,백산수500ml,1,0,1,813
2019-07-06,백산수500ml,1,0,1,1747
2019-07-07,백산수500ml,1,0,1,1225
2019-07-08,백산수500ml,1,0,1,592
2019-07-09,백산수500ml,1,0,1,885
2019-07-10,백산수500ml,1,0,1,792
2019-07-11,백산수500ml,1,0,1,911
2019-07-12,백산수500ml,1,0,1,1264
2019-07-13,백산수500ml,1,0,1,1706
2019-07-14,백산수500ml,1,0,0,0
2019-07-15,백산수500ml,1,0,1,896
2019-07-16,백산수500ml,1,0,1,896
2019-07-17,백산수500ml,1,0,1,1395
2019-07-18,백산수500ml,1,0,1,840
2019-07-19,백산수500ml,1,0,1,1085
2019-07-20,백산수500ml,1,0,1,1238
2019-07-21,백산수500ml,1,0,1,1316
2019-07-22,백산수500ml,1,0,1,1255
2019-07-23,백산수500ml,1,0,1,877
2019-07-24,백산수500ml,1,0,1,1418
2019-07-25,백산수500ml,1,0,1,1522
2019-07-26,백산수500ml,1,0,1,1261
2019-07-27,백산수500ml,1,0,1,1580
2019-07-28,백산수500ml,1,0,0,0
2019-07-29,백산수500ml,1,0,1,1371
2019-07-30,백산수500ml,1,0,1,1175
2019-07-31,백산수500ml,1,0,1,1334
2019-08-01,백산수500ml,1,0,1,1354
2019-08-02,백산수500ml,1,0,1,1546
2019-08-03,백산수500ml,1,0,1,1890
2019-08-04,백산수500ml,1,0,1,1497
2019-08-05,백산수500ml,1,0,1,1296
2019-08-06,백산수500ml,1,0,1,811
2019-08-07,백산수500ml,1,0,1,1231
2019-08-08,백산수500ml,1,0,1,1010
2019-08-09,백산수500ml,1,0,1,1300
2019-08-10,백산수500ml,1,0,1,2080
2019-08-11,백산수500ml,1,0,0,0
2019-08-12,백산수500ml,1,0,1,1943
2019-08-13,백산수500ml,1,0,1,916
2019-08-14,백산수500ml,1,0,1,1001
2019-08-15,백산수500ml,1,0,1,1233
2019-08-16,백산수500ml,1,0,1,1246
2019-08-17,백산수500ml,1,0,1,1584
2019-08-18,백산수500ml,1,0,1,1066
2019-08-19,백산수500ml,1,0,1,1049
2019-08-20,백산수500ml,1,0,1,917
2019-08-21,백산수500ml,1,0,1,1042
2019-08-22,백산수500ml,1,0,1,834
2019-08-23,백산수500ml,1,0,1,1536
2019-08-24,백산수500ml,1,0,1,2066
2019-08-25,백산수500ml,1,0,0,0
2019-08-26,백산수500ml,1,0,1,1028
2019-08-27,백산수500ml,1,0,1,560
2019-08-28,백산수500ml,1,0,1,699
2019-08-29,백산수500ml,1,0,1,1060
2019-08-30,백산수500ml,1,0,1,1272
2019-08-31,백산수500ml,1,0,1,1676
2019-09-01,백산수500ml,1,0,1,1319
2019-09-02,백산수500ml,1,0,1,528
2019-09-03,백산수500ml,1,0,1,542
2019-09-04,백산수500ml,1,0,1,506
2019-09-05,백산수500ml,1,0,1,805
2019-09-06,백산수500ml,1,0,1,1228
2019-09-07,백산수500ml,1,0,1,1341
2019-09-08,백산수500ml,1,0,0,0
2019-09-09,백산수500ml,1,0,1,1164
2019-09-10,백산수500ml,1,0,1,1482
2019-09-11,백산수500ml,1,0,1,1520
2019-09-12,백산수500ml,1,0,1,1244
2019-09-13,백산수500ml,1,0,1,472
2019-09-14,백산수500ml,1,0,1,846
2019-09-15,백산수500ml,1,0,1,701
2019-09-16,백산수500ml,1,0,1,1260
2019-09-17,백산수500ml,1,0,1,596
2019-09-18,백산수500ml,1,0,1,668
2019-09-19,백산수500ml,1,0,1,895
2019-09-20,백산수500ml,1,0,1,1022
2019-09-21,백산수500ml,1,0,1,867
2019-09-22,백산수500ml,1,0,0,0
2019-09-23,백산수500ml,1,0,1,1020
2019-09-24,백산수500ml,1,0,1,873
2019-09-25,백산수500ml,1,0,1,816
2019-09-26,백산수500ml,1,0,1,1010
2019-09-27,백산수500ml,1,0,1,1436
2019-09-28,백산수500ml,1,0,1,1525
2019-09-29,백산수500ml,1,0,1,1021
2019-09-30,백산수500ml,1,0,1,752
2019-10-01,백산수500ml,1,0,1,679
2019-10-02,백산수500ml,1,0,1,547
2019-10-03,백산수500ml,1,0,1,893
2019-10-04,백산수500ml,1,0,1,1045
2019-10-05,백산수500ml,1,0,1,799
2019-10-06,백산수500ml,1,0,1,680
2019-10-07,백산수500ml,1,0,1,582
2019-10-08,백산수500ml,1,0,1,3016
2019-10-09,백산수500ml,1,0,1,1037
2019-10-10,백산수500ml,1,0,1,652
2019-10-11,백산수500ml,1,0,1,1201
2019-10-12,백산수500ml,1,0,1,1465
2019-10-13,백산수500ml,1,0,0,0
2019-10-14,백산수500ml,1,0,1,707
2019-10-15,백산수500ml,1,0,1,581
2019-10-16,백산수500ml,1,1,1,3953
2019-10-17,백산수500ml,1,1,1,2350
2019-10-18,백산수500ml,1,1,1,2110
2019-10-19,백산수500ml,1,1,1,2182
